UF	SF	Freq
kwɑləfəkeɪʃən	kwɑləfəkeɪʃə̃n	1
waɪdən	waɪdə̃n	1
aʊtlʊk	aʊtlʊk	1
dɪsɪntrɪstd	dɪsɪ̃ntrɪstɪd	1
bɛkhæm	bɛkhæ̃m	1
nusənsz	nusə̃nsɪz	1
dwɪndəl	dwɪ̃ndəl	1
pʌŋktʃuəl	pʌ̃ŋktʃuəl	1
fɝmɝ	fɝ̃mɝ	1
plæsəd	plæsəd	1
jufɔrɪk	jufɔrɪk	1
lɑk	lɑk	1
kɛnəlz	kɛ̃nəlz	1
kleɪmɪŋ	kleɪ̃mɪ̃ŋ	1
nidfəl	nidfəl	1
əkɝəns	əkɝə̃ns	1
buʃə	buʃə	1
məhɑgəni	məhɑgə̃ni	1
saɪfaɪ	saɪfaɪ	1
rɛdʒɪstɝɪŋ	rɛdʒɪstɝɪ̃ŋ	1
kənstrʌkt	kə̃nstrʌkt	1
sɝi	sɝi	1
beɪsɪŋ	beɪsɪ̃ŋ	1
ɛkstrəvɝt	ɛkstrəvɝt	1
ædəmənt	ædə̃mə̃nt	1
stinə	stĩnə	1
haɪfaɪ	haɪfaɪ	1
fɔrmoʊst	fɔrmoʊst	1
bɪz	bɪz	1
swɑb	swɑb	1
doʊziɝ	doʊziɝ	1
ənaʊnsz	ə̃naʊ̃nsɪz	1
dʒɛri	dʒɛri	1
ənfɪt	ə̃nfɪt	1
wɑpɝz	wɑpɝz	1
brudi	brudi	1
ævɛntʊrɑ	ævɛ̃ntʊrɑ	1
pɑlɪniʒən	pɑlɪ̃niʒə̃n	1
fɑrwɛst	fɑrwɛst	1
taʊɝɪŋ	taʊɝɪ̃ŋ	1
næʃ	næʃ	1
ɪrætɪk	ɪrætɪk	1
tʃɑrtɝ	tʃɑrtɝ	1
mɑndeɪoʊ	mɑ̃ndeɪoʊ	1
ɪnɛkspɪriənsd	ɪ̃nɛkspɪriə̃nst	1
sɪmptəm	sɪ̃mptə̃m	1
gægəl	gægəl	1
feɪvɝɪt	feɪvɝɪt	1
ɪntɝvəl	ɪ̃ntɝvəl	1
nɔziə	nɔziə	1
lɑrdɝ	lɑrdɝ	1
sɪmiən	sɪ̃miə̃n	1
haɪləndz	haɪlə̃ndz	1
ɝdʒ	ɝdʒ	1
trænsfjuʒən	træ̃nsfjuʒə̃n	1
sʌbsəkwəntli	sʌbsəkwə̃ntli	1
ɪnstɪŋktɪvli	ɪ̃nstɪ̃ŋktɪvli	1
bənænzə	bə̃næ̃nzə	1
mɑnsun	mɑ̃nsũn	1
ətrækʃənz	ətrækʃə̃nz	1
dɪsrʌptɪv	dɪsrʌptɪv	1
fəsɪlɪti	fəsɪlɪti	1
məkrɔri	məkrɔri	1
məsɑnɪk	məsɑ̃nɪk	1
mæti	mæti	1
twɪgd	twɪgd	1
ludoʊ	ludoʊ	1
rivælju	rivælju	1
runi	rũni	1
məkɔrmək	məkɔrmək	1
lɪŋkədʒ	lɪ̃ŋkədʒ	1
ɪnkwaɪɝ	ɪ̃nkwaɪɝ	1
ridʌn	ridʌ̃n	1
hɛdstoʊn	hɛdstoʊ̃n	1
roʊzlɔn	roʊzlɔ̃n	1
sɛmisɝkjəlɝ	sɛ̃misɝkjəlɝ	1
kæskət	kæskət	1
hɑpəlɔŋ	hɑpəlɔ̃ŋ	1
æpləkeɪtɝ	æpləkeɪtɝ	1
grænjəlɝ	græ̃njəlɝ	1
baɪoʊ	baɪoʊ	1
faɪzənz	faɪzə̃nz	1
kiloʊz	kiloʊz	1
kɪloʊ	kɪloʊ	1
stuɝts	stuɝts	1
mɪsfɪts	mɪsfɪts	1
lɔsz	lɔsɪz	1
mækɪn	mækɪ̃n	1
wɛstpɔrt	wɛstpɔrt	1
məkbraɪd	məkbraɪd	1
bɪks	bɪks	1
laɪm	laɪ̃m	1
dʒudoʊ	dʒudoʊ	1
jæŋkz	jæ̃ŋks	1
jæŋkiz	jæ̃ŋkiz	1
fɪlɪp	fɪlɪp	1
kælkjəleɪt	kælkjəleɪt	1
duli	duli	1
stɑrlaɪt	stɑrlaɪt	1
flæskz	flæsks	1
mɝdɑk	mɝdɑk	1
præktɪsd	præktɪst	1
tɑrdi	tɑrdi	1
tɑtənəm	tɑtə̃nə̃m	1
stɑrk	stɑrk	1
dɑnəldsən	dɑ̃nəldsə̃n	1
tʃæsi	tʃæsi	1
kɔrnwɛl	kɔrnwɛl	1
vɪviən	vɪviə̃n	1
hɛrɪŋtən	hɛrɪ̃ŋtə̃n	1
rilɪsteɪt	rilɪsteɪt	1
mɑrbɛlə	mɑrbɛlə	1
bɛlz	bɛlz	1
rəsɛt	rəsɛt	1
steɪkɝ	steɪkɝ	1
waɪdənz	waɪdə̃nz	1
dɔz	dɔz	1
nil	nil	1
mɝθ	mɝθ	1
kæstɝ	kæstɝ	1
dʒʌtɪŋ	dʒʌtɪ̃ŋ	1
lui	lui	1
frɪtɝ	frɪtɝ	1
pædiz	pædiz	1
flɔ	flɔ	1
loʊð	loʊð	1
dɪpləmætɪk	dɪplə̃mætɪk	1
mənɑpəlaɪzd	mə̃nɑpəlaɪzd	1
frutkeɪk	frutkeɪk	1
frɛt	frɛt	1
ʌtɝli	ʌtɝli	1
dɪskaʊntd	dɪskaʊ̃ntɪd	1
dɪmɝ	dɪ̃mɝ	1
prɑfɪʃənt	prɑfɪʃə̃nt	1
dʒu	dʒu	1
prəfjusli	prəfjusli	1
dɑksi	dɑksi	1
kæskeɪdɪŋ	kæskeɪdɪ̃ŋ	1
əntæŋlɪŋ	ə̃ntæ̃ŋlɪ̃ŋ	1
læki	læki	1
daʊdi	daʊdi	1
daɪægənəl	daɪægə̃nəl	1
freɪmɪŋ	freɪ̃mɪ̃ŋ	1
oʊvɝkɪl	oʊvɝkɪl	1
dɔdəl	dɔdəl	1
pɔɪnsɛtiə	pɔɪ̃nsɛtiə	1
θɝmɑmətɝz	θɝ̃mɑ̃mətɝz	1
rikɔɪl	rikɔɪl	1
pɝfɝeɪt	pɝfɝeɪt	1
prəvɝbiəl	prəvɝbiəl	1
stræŋgjəleɪʃən	stræ̃ŋgjəleɪʃə̃n	1
dɑsi	dɑsi	1
stɛrioʊtaɪpd	stɛrioʊtaɪpt	1
roʊɛntə	roʊɛ̃ntə	1
hɪdiəsli	hɪdiəsli	1
sɪmbəlaɪz	sɪ̃mbəlaɪz	1
pɔpɝ	pɔpɝ	1
kɑmpləmɛntz	kɑ̃mplə̃mɛ̃nts	1
læzəli	læzəli	1
əkwɑtɪk	əkwɑtɪk	1
mɛdəteɪtɪŋ	mɛdəteɪtɪ̃ŋ	1
pɑtd	pɑtɪd	1
haɪpəθɝmiə	haɪpəθɝ̃miə	1
strɛnjuəsli	strɛ̃njuəsli	1
mɪljənθ	mɪljə̃nθ	1
pɪkjuljɝli	pɪkjuljɝli	1
prɪdɪktəbəl	prɪdɪktəbəl	1
tɛðɝ	tɛðɝ	1
siɛnə	siɛ̃nə	1
kɑntræktɪŋ	kɑ̃ntræktɪ̃ŋ	1
prisɪŋkt	prisɪ̃ŋkt	1
klɛvɝli	klɛvɝli	1
steɪbəlaɪz	steɪbəlaɪz	1
sprɔlɪŋ	sprɔlɪ̃ŋ	1
sprɔl	sprɔl	1
pɪlfɝ	pɪlfɝ	1
kɝənsi	kɝə̃nsi	1
ʃætɝɪŋ	ʃætɝɪ̃ŋ	1
nɪpɝ	nɪpɝ	1
grʌmbəlɪŋz	grʌ̃mbəlɪ̃ŋz	1
steɪkz	steɪks	1
kɛmɪstz	kɛ̃mɪsts	1
tɑpəlɪŋ	tɑpəlɪ̃ŋ	1
mɑfɪt	mɑfɪt	1
tæntəlaɪz	tæ̃ntəlaɪz	1
grɪməs	grɪ̃məs	1
sʌpəl	sʌpəl	1
sumoʊ	sũmoʊ	1
kəlæməti	kəlæ̃məti	1
wɪti	wɪti	1
mɝdʒɝ	mɝdʒɝ	1
dɪsmɛmbɝ	dɪsmɛ̃mbɝ	1
mætlɑk	mætlɑk	1
kɛrlɛsli	kɛrlɛsli	1
stɑrtʃɝ	stɑrtʃɝ	1
əblaɪdʒd	əblaɪdʒd	1
dʌlsɛt	dʌlsɛt	1
wɝiɝ	wɝiɝ	1
sɪmɝɪŋ	sɪ̃mɝɪ̃ŋ	1
ənwaɪzli	ə̃nwaɪzli	1
smɪrz	smɪrz	1
əfrʌntd	əfrʌ̃ntɪd	1
dɪgnəti	dɪgnəti	1
feɪv	feɪv	1
skwɪnt	skwɪ̃nt	1
əgrɛʃən	əgrɛʃə̃n	1
dɪsrɪspɛkt	dɪsrɪspɛkt	1
əblɪgətɔri	əblɪgətɔri	1
aʊtɪŋz	aʊtɪ̃ŋz	1
riprɪnt	riprɪ̃nt	1
bəlɪstɪk	bəlɪstɪk	1
ɛlboʊd	ɛlboʊd	1
ʌlsɝz	ʌlsɝz	1
stændɝdz	stæ̃ndɝdz	1
əstɑnɪʃmənt	əstɑ̃nɪʃmə̃nt	1
hoʊld	hoʊld	1
vənɪr	və̃nɪr	1
əstaʊnd	əstaʊ̃nd	1
sipɪŋ	sipɪ̃ŋ	1
mɪroʊ	mɪroʊ	1
ikwəlaɪzɝ	ikwəlaɪzɝ	1
kæpsəl	kæpsəl	1
troʊv	troʊv	1
graɪmi	graɪ̃mi	1
prisɛt	prisɛt	1
kɑndɝz	kɑ̃ndɝz	1
swɪftz	swɪfts	1
feɪmɝ	feɪ̃mɝ	1
ʃɑrpli	ʃɑrpli	1
wɪŋkd	wɪ̃ŋkt	1
əkirə	əkirə	1
gridəli	gridəli	1
gɑlfɪŋ	gɑlfɪ̃ŋ	1
foʊbiə	foʊbiə	1
breɪkθru	breɪkθru	1
flɪtɪŋ	flɪtɪ̃ŋ	1
tʃɪkd	tʃɪkt	1
pɛlɪkənz	pɛlɪkə̃nz	1
lɪŋkɪŋ	lɪ̃ŋkɪ̃ŋ	1
broʊkɝɪŋ	broʊkɝɪ̃ŋ	1
streɪd	streɪd	1
bənʒʊr	bə̃nʒʊr	1
kɑvə	kɑvə	1
mægət	mægət	1
supɝfæst	supɝfæst	1
fæstɪŋ	fæstɪ̃ŋ	1
fɛzənt	fɛzə̃nt	1
pɔɪz	pɔɪz	1
glænsz	glæ̃nsɪz	1
kənɛriz	kə̃nɛriz	1
pɪgibækɪŋ	pɪgibækɪ̃ŋ	1
bjulə	bjulə	1
aɪkiə	aɪkiə	1
soʊloʊmæn	soʊloʊ̃mæ̃n	1
bʌkli	bʌkli	1
ɑptɪʃənz	ɑptɪʃə̃nz	1
haɪdəweɪ	haɪdəweɪ	1
plænɝ	plæ̃nɝ	1
blɪp	blɪp	1
blædɝz	blædɝz	1
klæspd	klæspt	1
lɔŋɪŋ	lɔ̃ŋɪ̃ŋ	1
kætɑlɑn	kætɑlɑ̃n	1
rʌgəd	rʌgəd	1
spaʊtz	spaʊts	1
fɪlɪsəti	fɪlɪsəti	1
wɪtəkɝ	wɪtəkɝ	1
reɪnstɔrm	reɪ̃nstɔrm	1
gɝtrud	gɝtrud	1
nɪrd	nɪrd	1
pɪt	pɪt	1
tʃɪpədeɪl	tʃɪpədeɪl	1
ɛkstrɔrdənɛrəli	ɛkstrɔrdə̃nɛrəli	1
rɪg	rɪg	1
hɪpnɑtɪk	hɪpnɑtɪk	1
maɪən	maɪə̃n	1
kərɪbiən	kərɪbiə̃n	1
ɪntɝʌpʃən	ɪ̃ntɝʌpʃə̃n	1
fɛtʃz	fɛtʃɪz	1
poʊtʃɝ	poʊtʃɝ	1
striti	striti	1
plʌkɪŋ	plʌkɪ̃ŋ	1
gɑrdd	gɑrdɪd	1
hɑrdwɝk	hɑrdwɝk	1
ælbeɪniə	ælbeɪ̃niə	1
koʊsoʊvoʊ	koʊsoʊvoʊ	1
mɪl	mɪl	1
nɔrdən	nɔrdə̃n	1
mɝækjələsli	mɝækjələsli	1
sɪbɪl	sɪbɪl	1
dɪvaɪdɝ	dɪvaɪdɝ	1
ruz	ruz	1
skaɪbɑks	skaɪbɑks	1
tɛritaʊn	tɛritaʊ̃n	1
kɑm	kɑ̃m	1
lændskeɪpɪŋ	læ̃ndskeɪpɪ̃ŋ	1
lɑki	lɑki	1
sikz	siks	1
dɪksənz	dɪksə̃nz	1
vjufaɪndɝ	vjufaɪ̃ndɝ	1
grændi	græ̃ndi	1
reɪshɔrs	reɪshɔrs	1
spaɪkɪŋ	spaɪkɪ̃ŋ	1
tʃɪtʃɛstɝ	tʃɪtʃɛstɝ	1
ædi	ædi	1
ridɛkɝeɪt	ridɛkɝeɪt	1
bɪtsaɪz	bɪtsaɪz	1
pɝgələ	pɝgələ	1
sɪŋk	sɪ̃ŋk	1
hɑrpz	hɑrps	1
grɛtəl	grɛtəl	1
dɪfɛns	dɪfɛ̃ns	1
faʊl	faʊl	1
tʃɑrmɪŋli	tʃɑrmɪ̃ŋli	1
ʃɪlɪŋ	ʃɪlɪ̃ŋ	1
ɛrbæg	ɛrbæg	1
klɑg	klɑg	1
ridɛkɝeɪtɪŋ	ridɛkɝeɪtɪ̃ŋ	1
hɑrteɪk	hɑrteɪk	1
kɪni	kɪ̃ni	1
hɔti	hɔti	1
ɛpɪdɝməs	ɛpɪdɝ̃məs	1
ʃɪnboʊn	ʃɪ̃nboʊ̃n	1
klɛmətɪs	klɛ̃mətɪs	1
sɑvɪl	sɑvɪl	1
tʃɛri	tʃɛri	1
dʌfɪn	dʌfɪ̃n	1
oʊvɝteɪkən	oʊvɝteɪkə̃n	1
krunɪŋ	krũnɪ̃ŋ	1
sægɪŋ	sægɪ̃ŋ	1
moʊltɪŋ	moʊltɪ̃ŋ	1
glɛnz	glɛ̃nz	1
dʒɑni	dʒɑ̃ni	1
ɛnʃʊrz	ɛ̃nʃʊrz	1
nævəgeɪtɪŋ	nævəgeɪtɪ̃ŋ	1
rɛdmæn	rɛdmæ̃n	1
ɔrb	ɔrb	1
wɝzəl	wɝzəl	1
ki	ki	1
breɪsɝ	breɪsɝ	1
mɔrtəl	mɔrtəl	1
meɪnteɪnɪŋ	meɪ̃nteɪ̃nɪ̃ŋ	1
dʒɑrvəs	dʒɑrvəs	1
pɝθ	pɝθ	1
bɝoʊɪŋ	bɝoʊɪ̃ŋ	1
sɝəps	sɝəps	1
weɪvlɛŋθ	weɪvlɛ̃ŋθ	1
flæpɝ	flæpɝ	1
ənnɛsəsɛrəli	ə̃nnɛsəsɛrəli	1
mɑdəfəkeɪʃən	mɑdəfəkeɪʃə̃n	1
dɪsaɪsɪv	dɪsaɪsɪv	1
maʊntɪŋ	maʊ̃ntɪ̃ŋ	1
supɝseɪvɝ	supɝseɪvɝ	1
sʌbsteɪʃən	sʌbsteɪʃə̃n	1
əblaɪdʒɪŋ	əblaɪdʒɪ̃ŋ	1
ædəkwət	ædəkwət	1
əmælgəm	ə̃mælgə̃m	1
riədʒʌstɪŋ	riədʒʌstɪ̃ŋ	1
paʊnsd	paʊ̃nst	1
eɪdən	eɪdə̃n	1
weɪf	weɪf	1
əweɪtɪŋ	əweɪtɪ̃ŋ	1
dəpɑzɪtɪŋ	dəpɑzɪtɪ̃ŋ	1
rɑtɪŋ	rɑtɪ̃ŋ	1
numætɪk	nũmætɪk	1
maʊndz	maʊ̃ndz	1
mitɝz	mitɝz	1
ɛmplɔɪ	ɛ̃mplɔɪ	1
grɪtɝ	grɪtɝ	1
daɪr	daɪr	1
supɝstɔr	supɝstɔr	1
prəvɪʒənz	prəvɪʒə̃nz	1
kənklud	kə̃nklud	1
fɪgmɪnt	fɪgmɪ̃nt	1
breɪkɝz	breɪkɝz	1
lɛŋθi	lɛ̃ŋθi	1
rəkrut	rəkrut	1
ɛkspɝtiz	ɛkspɝtiz	1
prəpoʊzɪŋ	prəpoʊzɪ̃ŋ	1
oʊvɝhæŋ	oʊvɝhæ̃ŋ	1
ɪnfəməs	ɪ̃nfə̃məs	1
sɑlvz	sɑlvz	1
kɑmpənseɪʃən	kɑ̃mpə̃nseɪʃə̃n	1
nɛglədʒəns	nɛglədʒə̃ns	1
dʒɔɪraɪdɪŋ	dʒɔɪraɪdɪ̃ŋ	1
səfɪʃəntli	səfɪʃə̃ntli	1
hændkəfɪŋ	hæ̃ndkəfɪ̃ŋ	1
əfɛndz	əfɛ̃ndz	1
mɪstritɪŋ	mɪstritɪ̃ŋ	1
fɛriɝ	fɛriɝ	1
frɪsk	frɪsk	1
sprɪŋɪŋ	sprɪ̃ŋɪ̃ŋ	1
pɝsɪst	pɝsɪst	1
kætʃi	kætʃi	1
boʊstɪŋ	boʊstɪ̃ŋ	1
dɛləkətli	dɛləkətli	1
daʊnd	daʊ̃nd	1
haɪdʒækd	haɪdʒækt	1
gʌzəlɪŋ	gʌzəlɪ̃ŋ	1
əvɔɪdz	əvɔɪdz	1
kɑnvɝt	kɑ̃nvɝt	1
sɪtroʊn	sɪtroʊ̃n	1
θrɑtəl	θrɑtəl	1
kɑnfəskeɪt	kɑ̃nfəskeɪt	1
treɪtɝ	treɪtɝ	1
kɑnfəskeɪtɪŋ	kɑ̃nfəskeɪtɪ̃ŋ	1
haʊndɪŋ	haʊ̃ndɪ̃ŋ	1
səfɪstəkeɪʃən	səfɪstəkeɪʃə̃n	1
mʌgɪŋ	mʌgɪ̃ŋ	1
krɪtɪsaɪzɪŋ	krɪtɪsaɪzɪ̃ŋ	1
ɛdʒəkeɪt	ɛdʒəkeɪt	1
kæstreɪt	kæstreɪt	1
roʊdʃoʊ	roʊdʃoʊ	1
blækmeɪl	blækmeɪl	1
tæŋglɪŋ	tæ̃ŋglɪ̃ŋ	1
θoʊmz	θoʊ̃mz	1
əfɛktɪŋ	əfɛktɪ̃ŋ	1
klaʊt	klaʊt	1
praɪzd	praɪzd	1
ɑbrə	ɑbrə	1
rʌfti	rʌfti	1
pɝsweɪdɪŋ	pɝsweɪdɪ̃ŋ	1
wægi	wægi	1
ænətɑməkli	æ̃nətɑ̃məkli	1
biti	biti	1
pɝʒən	pɝʒə̃n	1
grænθəm	græ̃nθə̃m	1
jufəmɪzəm	jufə̃mɪzə̃m	1
mædʒəstreɪt	mædʒəstreɪt	1
tɛknoʊ	tɛknoʊ	1
kɝfʌfəl	kɝfʌfəl	1
əbɪzməl	əbɪzməl	1
ɑrtʃɛnəmi	ɑrtʃɛ̃nə̃mi	1
wækɝ	wækɝ	1
skɪdɪŋ	skɪdɪ̃ŋ	1
ənkæni	ə̃nkæ̃ni	1
supɝmɑdəl	supɝ̃mɑdəl	1
feɪntəst	feɪ̃ntəst	1
bɑrbudə	bɑrbudə	1
ɔrdil	ɔrdil	1
prəspɛktɪv	prəspɛktɪv	1
tɛrəfaɪɪŋ	tɛrəfaɪɪ̃ŋ	1
wɑndɝləst	wɑ̃ndɝləst	1
ənseɪvɝi	ə̃nseɪvɝi	1
lɪntʃ	lɪ̃ntʃ	1
wɛld	wɛld	1
gɪgɪŋ	gɪgɪ̃ŋ	1
biti	biti	1
hjumænɪti	hjũmæ̃nɪti	1
pɑlmə	pɑlmə	1
sɪsəli	sɪsəli	1
eɪd	eɪd	1
skɑtsmən	skɑtsmə̃n	1
naɪtkləb	naɪtkləb	1
ʃɪftɝ	ʃɪftɝ	1
frəstreɪʃən	frəstreɪʃə̃n	1
bitʃd	bitʃt	1
dɛs	dɛs	1
teɪstfəl	teɪstfəl	1
nɛk	nɛk	1
geɪpɪŋ	geɪpɪ̃ŋ	1
bɛntli	bɛ̃ntli	1
sɝdʒɪkəli	sɝdʒɪkəli	1
dæstɝdli	dæstɝdli	1
tʃɝtʃɪl	tʃɝtʃɪl	1
mədɪrə	mədɪrə	1
səpɔrtɝ	səpɔrtɝ	1
blɪtsɝ	blɪtsɝ	1
grɑvəl	grɑvəl	1
ɪligəli	ɪligəli	1
krʌmbi	krʌ̃mbi	1
dɪsɛndɪŋ	dɪsɛ̃ndɪ̃ŋ	1
θrɑbɪŋ	θrɑbɪ̃ŋ	1
ɛnroʊl	ɛ̃nroʊl	1
səsun	səsũn	1
hɔrɪfɪk	hɔrɪfɪk	1
kraʊli	kraʊli	1
ʃruzbɛri	ʃruzbɛri	1
məsɑʒd	məsɑʒd	1
bidəl	bidəl	1
dɪsaɪfɝ	dɪsaɪfɝ	1
mɪʃələn	mɪʃələ̃n	1
ɪrɪteɪtz	ɪrɪteɪts	1
bɛm	bɛ̃m	1
noʊ	noʊ	1
hɛp	hɛp	1
rɛmənɪsɪŋ	rɛ̃mə̃nɪsɪ̃ŋ	1
hædwɪn	hædwɪ̃n	1
vaɪbreɪt	vaɪbreɪt	1
priɑkjəpeɪʃən	priɑkjəpeɪʃə̃n	1
peɪvɝ	peɪvɝ	1
vɛgən	vɛgə̃n	1
kəmpætəbəl	kə̃mpætəbəl	1
kæsioʊ	kæsioʊ	1
kaʊntɝfɪtɪŋ	kaʊ̃ntɝfɪtɪ̃ŋ	1
trizən	trizə̃n	1
pɪkəloʊ	pɪkəloʊ	1
sɪntʃ	sɪ̃ntʃ	1
kaʊntɝfɪt	kaʊ̃ntɝfɪt	1
həlusəneɪtɪŋ	həlusə̃neɪtɪ̃ŋ	1
ɪmprɪnt	ɪ̃mprɪ̃nt	1
ɛntrənsz	ɛ̃ntrə̃nsɪz	1
rɛzənənt	rɛzə̃nə̃nt	1
əntʌtʃd	ə̃ntʌtʃt	1
strʌktʃɝəli	strʌktʃɝəli	1
ɔrkni	ɔrkni	1
wɔltən	wɔltə̃n	1
ɪnkɑrədʒəbəl	ɪ̃nkɑrədʒəbəl	1
ənkəntroʊləbəl	ə̃nkə̃ntroʊləbəl	1
vændəl	væ̃ndəl	1
wɑloʊ	wɑloʊ	1
mɪntd	mɪ̃ntɪd	1
ənimɪk	ə̃nĩmɪk	1
ɪnædəkwət	ɪ̃nædəkwət	1
bæsk	bæsk	1
noʊtɪŋ	noʊtɪ̃ŋ	1
glʌt	glʌt	1
dʒɑt	dʒɑt	1
ənfæʃənəbəl	ə̃nfæʃə̃nəbəl	1
moʊbi	moʊbi	1
pændɪmoʊniəm	pæ̃ndɪ̃moʊ̃niə̃m	1
sændə	sæ̃ndə	1
krɪstmən	krɪstmə̃n	1
primə	prĩmə	1
dʌŋkɝ	dʌ̃ŋkɝ	1
θɛrəpjutɪk	θɛrəpjutɪk	1
feɪntɝ	feɪ̃ntɝ	1
wuzi	wuzi	1
nɛl	nɛl	1
plumədʒ	plũmədʒ	1
bɔrdɝɪŋ	bɔrdɝɪ̃ŋ	1
kupd	kupt	1
dikæf	dikæf	1
mɪnioʊlə	mɪ̃nioʊlə	1
kɑnkeɪv	kɑ̃nkeɪv	1
pætənt	pætə̃nt	1
koʊɔrdəneɪtɪŋ	koʊɔrdə̃neɪtɪ̃ŋ	1
frɛtfəl	frɛtfəl	1
titɝɪŋ	titɝɪ̃ŋ	1
vɝdʒ	vɝdʒ	1
plaɪəbəl	plaɪəbəl	1
spaʊtɪŋ	spaʊtɪ̃ŋ	1
tir	tir	1
ɛntɝpraɪz	ɛ̃ntɝpraɪz	1
pɝfɛkʃənəst	pɝfɛkʃə̃nəst	1
dɑktɝɪŋ	dɑktɝɪ̃ŋ	1
tɛndɝli	tɛ̃ndɝli	1
səfəkeɪʃən	səfəkeɪʃə̃n	1
sɪmpəθɛtɪk	sɪ̃mpəθɛtɪk	1
stɔritɛlɝ	stɔritɛlɝ	1
kɔrɪdɝz	kɔrɪdɝz	1
nɪgoʊʃieɪtɪŋ	nɪgoʊʃieɪtɪ̃ŋ	1
roʊd	roʊd	1
tʃælɪs	tʃælɪs	1
lɔŋɪʃ	lɔ̃ŋɪʃ	1
sæbətɑʒ	sæbətɑʒ	1
sæbətɑʒɪŋ	sæbətɑʒɪ̃ŋ	1
grɪm	grɪ̃m	1
findɪʃ	fĩndɪʃ	1
fɪkseɪʃən	fɪkseɪʃə̃n	1
fjutʃɝɪstɪk	fjutʃɝɪstɪk	1
sisd	sist	1
reɪkɪʃ	reɪkɪʃ	1
dreɪ	dreɪ	1
wɪθstændɪŋ	wɪθstæ̃ndɪ̃ŋ	1
haɪpəkɑndriæk	haɪpəkɑ̃ndriæk	1
əlaɪn	əlaɪ̃n	1
fɛstɝ	fɛstɝ	1
flʌdlaɪt	flʌdlaɪt	1
fɛstɝɪŋ	fɛstɝɪ̃ŋ	1
dɪreɪlɪŋ	dɪreɪlɪ̃ŋ	1
ribɪlt	ribɪlt	1
eɪkd	eɪkt	1
ripʌlsɪv	ripʌlsɪv	1
sʌmɝaɪzd	sʌ̃mɝaɪzd	1
graʊndɪŋ	graʊ̃ndɪ̃ŋ	1
ækjɝəsi	ækjɝəsi	1
butɪŋ	butɪ̃ŋ	1
ləkrɔs	ləkrɔs	1
rɪdusɪŋ	rɪdusɪ̃ŋ	1
skæmpɝɪŋ	skæ̃mpɝɪ̃ŋ	1
pɑzətɪvli	pɑzətɪvli	1
ənɪmædʒɪnəbəl	ə̃nɪ̃mædʒɪ̃nəbəl	1
bɝblɪŋ	bɝblɪ̃ŋ	1
friz	friz	1
prɑdədʒi	prɑdədʒi	1
pʌzəlɪŋ	pʌzəlɪ̃ŋ	1
ʃɑplɪftɝ	ʃɑplɪftɝ	1
wɝkmənʃɪp	wɝkmə̃nʃɪp	1
lɝtʃd	lɝtʃt	1
lʌvɪŋli	lʌvɪ̃ŋli	1
pɝvɝs	pɝvɝs	1
twɑdəl	twɑdəl	1
kənteɪnd	kə̃nteɪ̃nd	1
groʊpɪŋ	groʊpɪ̃ŋ	1
rufɪŋ	rufɪ̃ŋ	1
dikæpəteɪt	dikæpəteɪt	1
sɪnɪstɝ	sɪ̃nɪstɝ	1
ɛghɛdz	ɛghɛdz	1
streɪtz	streɪts	1
peɪtrənaɪzɪŋ	peɪtrə̃naɪzɪ̃ŋ	1
wɝldli	wɝldli	1
nɑstrɪl	nɑstrɪl	1
slæðɝɪŋ	slæðɝɪ̃ŋ	1
stroʊld	stroʊld	1
tʃæpz	tʃæps	1
waɪtɪst	waɪtɪst	1
ʃʌn	ʃʌ̃n	1
bændɝ	bæ̃ndɝ	1
bimɪʃ	bĩmɪʃ	1
tʃɔrtəld	tʃɔrtəld	1
tʃɑptʃɑp	tʃɑptʃɑp	1
oʊkz	oʊks	1
dɪzæstrəs	dɪzæstrəs	1
drɑplət	drɑplət	1
fɔlti	fɔlti	1
dæbɪŋ	dæbɪ̃ŋ	1
kæmɝəmən	kæ̃mɝə̃mə̃n	1
ɪmoʊʃən	ɪ̃moʊʃə̃n	1
dʒʌmbəld	dʒʌ̃mbəld	1
rɛpɝtwɑr	rɛpɝtwɑr	1
kɔrnflaʊɝz	kɔrnflaʊɝz	1
flɛks	flɛks	1
ɔrfənədʒ	ɔrfə̃nədʒ	1
brɪŋkz	brɪ̃ŋks	1
kroʊm	kroʊ̃m	1
oʊvɝhæŋɪŋ	oʊvɝhæ̃ŋɪ̃ŋ	1
bʌsəlɪŋ	bʌsəlɪ̃ŋ	1
dɪskʌmfɝt	dɪskʌ̃mfɝt	1
praɪɪŋ	praɪɪ̃ŋ	1
hɑrdbæk	hɑrdbæk	1
dɑkz	dɑks	1
dɪzaɪɝd	dɪzaɪɝd	1
moʊʃənɪŋ	moʊʃə̃nɪ̃ŋ	1
trɪkəl	trɪkəl	1
grisɪŋ	grisɪ̃ŋ	1
mɑrdʒɝi	mɑrdʒɝi	1
prɑmz	prɑ̃mz	1
stoʊk	stoʊk	1
məsɑʒɪŋ	məsɑʒɪ̃ŋ	1
haɪpɝæktɪvɪti	haɪpɝæktɪvɪti	1
pɝsəvɪr	pɝsəvɪr	1
ɪnhɛrət	ɪ̃nhɛrət	1
əbdʒɛktɪŋ	əbdʒɛktɪ̃ŋ	1
ɪnɔrməsli	ɪ̃nɔrməsli	1
strʌmɪŋ	strʌ̃mɪ̃ŋ	1
fildɪŋ	fildɪ̃ŋ	1
