UF	SF	Freq
ab.ha.bɘn.	ap.ha.bɘn.	3
ɔy.ro.pɛ.ɘr.	ɔy.ro.pɛ.ɘr.	3
re.ɘn.	re.ɘn.	3
auf.rɛxt.	auf.rɛxt.	3
ʃlɪ.mɘ.	ʃlɪ.mɘ.	3
gɘ.vɛk.sɘlt.	gɘ.vɛk.sɘlt.	3
te.le.fon.tsɛ.lɘ.	te.le.fon.tsɛ.lɘ.	3
bɘ.hɪlf.lɪx.	bɘ.hɪlf.lɪx.	3
y.bɘr.pry.fɘn.	y.bɘr.pry.fɘn.	3
naxt.vɛx.tɘr.	naxt.vɛx.tɘr.	3
tsen.	tsen.	3
ɛl.tɘ.rɘ.	ɛl.tɘ.rɘ.	3
kɔx.lœ.fɘl.	kɔx.lœ.fɘl.	3
ʊm.knɪ.kɘn.	ʊm.knɪ.kɘn.	3
kɔn.tɘt.	kɔn.tɘt.	3
an.gɘ.kɔ.pɘlt.	an.gɘ.kɔ.pɘlt.	3
prak.tɪ.ʃɘs.	prak.tɪ.ʃɘs.	3
ʃta.bi.lɘs.	ʃta.bi.lɘs.	3
tsu.ain.an.dɘr.	tsu.ain.an.dɘr.	3
dʊ.ʃɘn.	dʊ.ʃɘn.	3
tsu.gɘ.fa.lɘn.	tsu.gɘ.fa.lɘn.	3
fɛr.hal.tɘn.	fɛr.hal.tɘn.	3
fɛr.ab.re.dʊŋ.	fɛr.ap.re.dʊŋ.	3
li.mu.zi.nɘ.	li.mu.zi.nɘ.	3
tɔ.lɘ.rɘn.	tɔ.lɘ.rɘn.	3
dɔy.tʃɘs.	dɔy.tʃɘs.	3
ʃaf.nɘ.rɪn.	ʃaf.nɘ.rɪn.	3
ma.gne.tɘ.	ma.gne.tɘ.	3
fɛr.ʃtai.gɘrn.	fɛr.ʃtai.gɘrn.	3
rain.	rain.	3
mo.dɘrn.	mo.dɘrn.	3
ma.gɘn.fɛr.ʃtɪ.mʊŋ.	ma.gɘn.fɛr.ʃtɪ.mʊŋ.	3
fɛr.gny.gɘn.	fɛr.gny.gɘn.	3
marʃ.	marʃ.	3
ʊn.gɘ.vøn.lɪ.xɘ.	ʊn.gɘ.vøn.lɪ.xɘ.	3
ʃta.xɘl.ʃvain.	ʃta.xɘl.ʃvain.	3
der.zɛl.bɘn.	der.zɛl.bɘn.	3
ɛn.tɘrn.	ɛn.tɘrn.	3
pfai.fɘn.	pfai.fɘn.	3
haus.tyr.	haus.tyr.	3
bɛ.tɘ.	bɛ.tɘ.	3
mo.fa.	mo.fa.	3
ab.var.tɘn.	ap.var.tɘn.	3
gɘ.fɛlst.	gɘ.fɛlst.	3
ʃai.tɘrn.	ʃai.tɘrn.	3
klɛ.tɘrn.	klɛ.tɘrn.	3
klai.dɘr.by.gɘl.	klai.dɘr.by.gɘl.	3
vau.vau.	vau.vau.	3
ab.gɘ.zɛkt.	ap.gɘ.zɛkt.	3
taŋkst.	taŋkst.	3
bɘ.ar.bai.tɘt.	bɘ.ar.bai.tɘt.	3
brif.mar.kɘn.	brif.mar.kɘn.	3
gɘ.rɔymt.	gɘ.rɔymt.	3
myl.rad.	myl.rat.	3
vai.nɘ.	vai.nɘ.	3
ʃɛr.bɘn.	ʃɛr.bɘn.	3
lɔ.kɘ.	lɔ.kɘ.	3
tsɔpf.	tsɔpf.	3
fruxt.	fruxt.	3
gɘ.rau.mɘr.	gɘ.rau.mɘr.	3
kɔ.le.gɘ.	kɔ.le.gɘ.	3
ʃpɛ.rɘ.	ʃpɛ.rɘ.	3
fɛr.haf.tɘt.	fɛr.haf.tɘt.	3
va.ʃɘ.	va.ʃɘ.	3
auf.zɪ.tsɘn.	auf.zɪ.tsɘn.	3
gɘ.kvɛtʃt.	gɘ.kvɛtʃt.	3
an.fast.	an.fast.	3
gɘ.hørst.	gɘ.hørst.	3
kɛm.pfɘn.	kɛm.pfɘn.	3
ɛr.gɘr.lɪ.xɘs.	ɛr.gɘr.lɪ.xɘs.	3
rɛ.tʊŋs.bo.tɘ.	rɛ.tʊŋs.bo.tɘ.	3
fɛr.zɪ.kɘrt.	fɛr.zɪ.kɘrt.	3
hɛl.dɘn.	hɛl.dɘn.	3
frax.tɘr.	frax.tɘr.	3
laŋ.za.mɘn.	laŋ.za.mɘn.	3
a.ne.mo.nɘ.	a.ne.mo.nɘ.	3
ʃnɔy.tsɘ.	ʃnɔy.tsɘ.	3
ab.grʊnd.	ap.grʊnt.	3
kɔst.bar.	kɔst.bar.	3
ka.lai.dɔs.kop.	ka.lai.dɔs.kop.	3
hox.gɘ.kɔ.mɘn.	hox.gɘ.kɔ.mɘn.	3
mɛ.kɘrt.	mɛ.kɘrt.	3
bri.kɛt.	bri.kɛt.	3
ʃlɛp.	ʃlɛp.	3
vai.tɘr.gɘ.fa.rɘn.	vai.tɘr.gɘ.fa.rɘn.	3
hɛr.tsø.gɘ.	hɛr.tsø.gɘ.	3
auf.gɘ.platst.	auf.gɘ.platst.	3
ni.dɘr.	ni.dɘr.	3
ma.si.rɘn.	ma.si.rɘn.	3
e.le.gɑ.ɘr.	e.le.gɑ.ɘr.	3
hɔ.pɘn.	hɔ.pɘn.	3
hɪŋ.	hɪŋ.	3
auf.vɛn.dɪx.	auf.vɛn.dɪx.	3
bɘ.gab.tɘr.	bɘ.gap.tɘr.	3
aus.ʃal.tɘn.	aus.ʃal.tɘn.	3
kɪ.pɘln.	kɪ.pɘln.	3
kø.nɪ.gɘ.	kø.nɪ.gɘ.	3
jʊst.	jʊst.	3
tsvɪ.kɘn.	tsvɪ.kɘn.	3
fal.ʃɪrm.	fal.ʃɪrm.	3
kyr.tsɘ.rɘn.	kyr.tsɘ.rɘn.	3
lɪŋ.kɘs.	lɪŋ.kɘs.	3
ʃrɛk.lɪ.xɘn.	ʃrɛk.lɪ.xɘn.	3
tsaix.nʊŋ.	tsaix.nʊŋ.	3
trɪx.tɘr.	trɪx.tɘr.	3
ʃti.bɪtst.	ʃti.bɪtst.	3
ain.gɘ.lekt.	ain.gɘ.lekt.	3
ter.	ter.	3
ʃpis.	ʃpis.	3
auf.gɘ.tso.gɘn.	auf.gɘ.tso.gɘn.	3
mʊs.	mʊs.	3
gɘ.nant.	gɘ.nant.	3
trɔm.pe.tɘt.	trɔm.pe.tɘt.	3
fɔrt.gɘ.ʃrɪ.tɘn.	fɔrt.gɘ.ʃrɪ.tɘn.	3
ɔy.sɘrst.	ɔy.sɘrst.	3
flug.gɛs.tɘ.	fluk.gɛs.tɘ.	3
tsvɪ.ʃɘn.tsait.	tsvɪ.ʃɘn.tsait.	3
dʊrx.fɛrt.	dʊrx.fɛrt.	3
rat.los.	rat.los.	3
tsu.gɘ.fro.rɘn.	tsu.gɘ.fro.rɘn.	3
for.tsyg.lɪx.	for.tsyk.lɪx.	3
ɛks.prɛ.siv.	ɛks.prɛ.sif.	3
ʃtrʊ.bɘ.lɪx.	ʃtrʊ.bɘ.lɪx.	3
ra.pɘlt.	ra.pɘlt.	3
kɔpf.tux.	kɔpf.tux.	3
va.xɘr.	va.xɘr.	3
ʊn.de.fi.nir.ba.rɘ.	ʊn.de.fi.nir.ba.rɘ.	3
ʃus.tɘr.	ʃus.tɘr.	3
mɪs.	mɪs.	3
mɛr.kur.	mɛr.kur.	3
lak.sɘ.	lak.sɘ.	3
tsʊ.kɘr.ry.bɘn.	tsʊ.kɘr.ry.bɘn.	3
bɘ.dɛkt.	bɘ.dɛkt.	3
ba.nɘn.	ba.nɘn.	3
po.zɘn.	po.zɘn.	3
pɪ.lɘ.	pɪ.lɘ.	3
pfa.nɘn.	pfa.nɘn.	3
dɪs.kʊ.si.on.	dɪs.kʊ.si.on.	3
la.tɘn.	la.tɘn.	3
gɘ.myt.lɪ.xɘr.	gɘ.myt.lɪ.xɘr.	3
byr.stɘn.	byr.stɘn.	3
y.bɘr.malst.	y.bɘr.malst.	3
nɔy.ɘm.	nɔy.ɘm.	3
ʃul.jʊ.ŋɘ.	ʃul.jʊ.ŋɘ.	3
van.dɘrst.	van.dɘrst.	3
fɛr.zu.xɘ.	fɛr.zu.xɘ.	3
brand.bla.zɘ.	brant.bla.zɘ.	3
dʊrx.kri.xɘn.	dʊrx.kri.xɘn.	3
ʃprɪ.ŋɘn.	ʃprɪ.ŋɘn.	3
ʃty.tsɘn.	ʃty.tsɘn.	3
ʃla.bɘrt.	ʃla.bɘrt.	3
for.vɪ.tsɪx.	for.vɪ.tsɪx.	3
tor.ain.fart.	tor.ain.fart.	3
for.ʃtɛ.lʊ.ŋɘn.	for.ʃtɛ.lʊ.ŋɘn.	3
zy.sɘm.	zy.sɘm.	3
ʃprɔ.tɘn.	ʃprɔ.tɘn.	3
pas.tɔr.	pas.tɔr.	3
ab.gɘ.bo.gɘn.	ap.gɘ.bo.gɘn.	3
zʊ.pɘn.ʃy.sɘl.	zʊ.pɘn.ʃy.sɘl.	3
zand.baŋk.	zant.baŋk.	3
aus.gɘ.ʃtɛlt.	aus.gɘ.ʃtɛlt.	3
rɪs.	rɪs.	3
gɔl.dɘ.nɘs.	gɔl.dɘ.nɘs.	3
kraŋ.kɘn.tsɪ.mɘr.	kraŋ.kɘn.tsɪ.mɘr.	3
me.rɘ.	me.rɘ.	3
bɘ.lɛtst.	bɘ.lɛtst.	3
hypf.tɘ.	hypf.tɘ.	3
ʃtɛ.lɘ.	ʃtɛ.lɘ.	3
ais.ba.nɘn.	ais.ba.nɘn.	3
mo.lɘ.	mo.lɘ.	3
kvɛt.ʃɘn.	kvɛt.ʃɘn.	3
ʃain.bar.	ʃain.bar.	2
ʃʊ.mɘlt.	ʃʊ.mɘlt.	2
fɛs.tɘs.	fɛs.tɘs.	2
gut.ge.ɘn.	gut.ge.ɘn.	2
bɘ.ve.gʊŋ.	bɘ.ve.gʊŋ.	2
gɘ.ryst.	gɘ.ryst.	2
fɛr.aint.	fɛr.aint.	2
kɔn.tsɛrt.	kɔn.tsɛrt.	2
try.mɘrn.	try.mɘrn.	2
rɪs.kant.	rɪs.kant.	2
hox.tsist.	hox.tsist.	2
gɘ.fɛtst.	gɘ.fɛtst.	2
pʊr.tsɘln.	pʊr.tsɘln.	2
ʃpe.tsi.a.lɪst.	ʃpe.tsi.a.lɪst.	2
ʃad.haft.	ʃat.haft.	2
dʊ.mɘ.	dʊ.mɘ.	2
o.bɘr.stɘs.	o.bɘr.stɘs.	2
nɔyn.tɘn.	nɔyn.tɘn.	2
nɔy.ɘ.rɘn.	nɔy.ɘ.rɘn.	2
gy.tɘr.tsy.gɘ.	gy.tɘr.tsy.gɘ.	2
las.tɘn.	las.tɘn.	2
aus.dau.ɘr.	aus.dau.ɘr.	2
ʃad.haf.tɘn.	ʃat.haf.tɘn.	2
gɘ.fœr.dɘrt.	gɘ.fœr.dɘrt.	2
hart.hɛr.tsɪ.gɘr.	hart.hɛr.tsɪ.gɘr.	2
tsɛr.kɔxt.	tsɛr.kɔxt.	2
ty.pɪʃ.	ty.pɪʃ.	2
mɛr.xɘn.bux.	mɛr.xɘn.bux.	2
tsu.gɘ.vɪŋkt.	tsu.gɘ.vɪŋkt.	2
ʊn.fɛr.nynf.tɪx.	ʊn.fɛr.nynf.tɪx.	2
ʃnaps.	ʃnaps.	2
ʃtʊrtz.	ʃtʊrts.	2
ko.pirt.	ko.pirt.	2
zɔ.nɘn.	zɔ.nɘn.	2
tsvɪ.ʃɘn.pry.fʊŋ.	tsvɪ.ʃɘn.pry.fʊŋ.	2
klau.zur.	klau.zur.	2
gɘ.hɛf.tɘt.	gɘ.hɛf.tɘt.	2
tsug.fɛr.bɪn.dʊ.ŋɘn.	tsuk.fɛr.bɪn.dʊ.ŋɘn.	2
erd.kʊn.dɘ.	ert.kʊn.dɘ.	2
ain.gɘ.ge.bɘn.	ain.gɘ.ge.bɘn.	2
grɪnst.	grɪnst.	2
fli.gɘ.	fli.gɘ.	2
bɘ.daŋ.kɘ.	bɘ.daŋ.kɘ.	2
dau.ɘr.tɘ.	dau.ɘr.tɘ.	2
mɪt.hal.tɘn.	mɪt.hal.tɘn.	2
fɪʃ.gɘ.ʃɛft.	fɪʃ.gɘ.ʃɛft.	2
klau.ɘ.	klau.ɘ.	2
de.tais.	de.tais.	2
vai.tɘr.gɘ.flo.gɘn.	vai.tɘr.gɘ.flo.gɘn.	2
ɛr.fa.rɘ.nɘ.	ɛr.fa.rɘ.nɘ.	2
lɛ.kɘn.	lɛ.kɘn.	2
gɘ.di.gɘn.	gɘ.di.gɘn.	2
ʃlau.ɘ.	ʃlau.ɘ.	2
bro.tɘn.	bro.tɘn.	2
ailt.	ailt.	2
zɛŋk.rɛx.tɘr.	zɛŋk.rɛx.tɘr.	2
ra.dir.gʊ.mis.	ra.dir.gʊ.mis.	2
pʊ.tsɘn.	pʊ.tsɘn.	2
ʃpe.tsi.ɛ.lɘs.	ʃpe.tsi.ɛ.lɘs.	2
nak.tɘ.	nak.tɘ.	2
ʃteks.	ʃteks.	2
tsɛr.tai.lɘn.	tsɛr.tai.lɘn.	2
kai.mɘn.	kai.mɘn.	2
fɛr.tsɪx.tɘn.	fɛr.tsɪx.tɘn.	2
fɛr.dam.tɘs.	fɛr.dam.tɘs.	2
vɛlt.	vɛlt.	2
aus.vɛrts.	aus.vɛrts.	2
ma.ksi.mal.	ma.ksi.mal.	2
pro.fil.	pro.fil.	2
zan.da.lɘ.	zan.da.lɘ.	2
trɔy.mɘr.	trɔy.mɘr.	2
zɪ.xɘ.rɘn.	zɪ.xɘ.rɘn.	2
kɔn.fe.rɛn.tsɘn.	kɔn.fe.rɛn.tsɘn.	2
gɘ.ʃit.	gɘ.ʃit.	2
ɛst.xɘn.	ɛst.xɘn.	2
auf.hɛŋt.	auf.hɛŋt.	2
gɘ.rɪ.sɘn.	gɘ.rɪ.sɘn.	2
pu.dɘl.vol.	pu.dɘl.vol.	2
graift.	graift.	2
ais.kal.tɘn.	ais.kal.tɘn.	2
e.nɔr.mɘn.	e.nɔr.mɘn.	2
zakt.	zakt.	2
vɪnd.ʃif.	vɪnt.ʃif.	2
prak.tɪ.ʃɘ.	prak.tɪ.ʃɘ.	2
kɔ.li.di.rɘn.	kɔ.li.di.rɘn.	2
auf.re.gɘn.	auf.re.gɘn.	2
kɔ.mɛn.tirt.	kɔ.mɛn.tirt.	2
ain.gɘ.ʃtyrtst.	ain.gɘ.ʃtyrtst.	2
zɛn.za.tsi.o.nɛ.lɘ.	zɛn.za.tsi.o.nɛ.lɘ.	2
gɘ.nau.ɘ.rɘn.	gɘ.nau.ɘ.rɘn.	2
y.bɘr.zɪxts.kar.tɘ.	y.bɘr.zɪxts.kar.tɘ.	2
aus.gɘ.ʃprɔ.xɘ.nɘ.	aus.gɘ.ʃprɔ.xɘ.nɘ.	2
vɛ.tɘn.	vɛ.tɘn.	2
ʃne.land.ʃaft.	ʃne.lant.ʃaft.	2
te.ka.nɘ.	te.ka.nɘ.	2
py.ra.mi.dɘ.	py.ra.mi.dɘ.	2
sfɪŋks.	sfɪŋks.	2
an.ge.bɘr.	an.ge.bɘr.	2
gɘ.fi.dɘr.	gɘ.fi.dɘr.	2
aus.at.mɘn.	aus.at.mɘn.	2
grau.zam.	grau.zam.	2
hir.blai.bɘn.	hir.blai.bɘn.	2
ʊm.gest.	ʊm.gest.	2
a.no.rak.	a.no.rak.	2
ɪ.nɘ.rɘ.	ɪ.nɘ.rɘ.	2
gɘ.val.tɪx.	gɘ.val.tɪx.	2
fɛls.	fɛls.	2
fain.dɘ.	fain.dɘ.	2
ʃtɛrk.stɘ.	ʃtɛrk.stɘ.	2
ne.bɘn.gɘ.rɔy.ʃɘ.	ne.bɘn.gɘ.rɔy.ʃɘ.	2
nø.tɪ.gɘ.	nø.tɪ.gɘ.	2
auf.pa.sɘ.	auf.pa.sɘ.	2
gɘ.mai.nɘr.	gɘ.mai.nɘr.	2
fɛr.mɛ.sɘn.	fɛr.mɛ.sɘn.	2
auf.gɘ.ʃy.tɘt.	auf.gɘ.ʃy.tɘt.	2
mys.te.ri.øs.	mys.te.ri.øs.	2
flu.xɘn.	flu.xɘn.	2
kai.nɘr.lai.	kai.nɘr.lai.	2
ʃpɪ.nɘ.	ʃpɪ.nɘ.	2
fa.zɘn.	fa.zɘn.	2
fɛr.dɛk.	fɛr.dɛk.	2
dɛ.nɪ.ʃɘ.	dɛ.nɪ.ʃɘ.	2
y.bɘr.tsɔykt.	y.bɘr.tsɔykt.	2
fax.man.	fax.man.	2
skʊlp.tur.	skʊlp.tur.	2
gɘ.ʃtal.tɘn.	gɘ.ʃtal.tɘn.	2
vʊn.dɘr.ʃø.nɘn.	vʊn.dɘr.ʃø.nɘn.	2
ʃvɪm.bɛ.kɘn.	ʃvɪm.bɛ.kɘn.	2
za.bɘrt.	za.bɘrt.	2
bak.ʃtai.nɘ.	bak.ʃtai.nɘ.	2
bak.ʃtain.	bak.ʃtain.	2
dʊrx.ʃtrai.xɘn.	dʊrx.ʃtrai.xɘn.	2
tsit.ro.nɘn.ʃa.lɘ.	tsit.ro.nɘn.ʃa.lɘ.	2
ʊn.tɘr.ry.rɘn.	ʊn.tɘr.ry.rɘn.	2
knak.	knak.	2
ab.lɛ.kɘn.	ap.lɛ.kɘn.	2
ryrst.	ryrst.	2
lɛkt.	lɛkt.	2
gɘ.knakt.	gɘ.knakt.	2
lœ.fɘln.	lœ.fɘln.	2
gɘ.fylt.	gɘ.fylt.	2
trɔ.mɘln.	trɔ.mɘln.	2
a.drɛs.bux.	a.drɛs.bux.	2
dran.gɘ.kɔ.mɘn.	dran.gɘ.kɔ.mɘn.	2
rad.ka.pɘ.	rat.ka.pɘ.	2
ain.gɘ.la.sɘn.	ain.gɘ.la.sɘn.	2
ʃlɛ.ŋɘlt.	ʃlɛ.ŋɘlt.	2
ʃlaf.my.tsɘ.	ʃlaf.my.tsɘ.	2
rʊn.tɘr.gɘ.ʃlʊkt.	rʊn.tɘr.gɘ.ʃlʊkt.	2
gɘ.kaut.	gɘ.kaut.	2
fɛr.ʃvɪn.dɘst.	fɛr.ʃvɪn.dɘst.	2
de.ko.rirt.	de.ko.rirt.	2
fai.gɘn.	fai.gɘn.	2
auf.vɛr.mɘn.	auf.vɛr.mɘn.	2
ab.gɘ.flo.gɘn.	ap.gɘ.flo.gɘn.	2
o.ri.gi.nal.	o.ri.gi.nal.	2
ʊn.y.bɘr.zɪxt.lɪx.	ʊn.y.bɘr.zɪxt.lɪx.	2
pro.fi.	pro.fi.	2
fɛr.ʃvand.	fɛr.ʃvant.	2
gɘ.hai.mɘn.	gɘ.hai.mɘn.	2
o.pɘ.rirt.	o.pɘ.rirt.	2
gɘ.trøs.tɘt.	gɘ.trøs.tɘt.	2
bɛrg.vaxt.	bɛrk.vaxt.	2
gɘ.rɪŋ.fy.gɪx.	gɘ.rɪŋ.fy.gɪx.	2
ha.gɘn.	ha.gɘn.	2
lʊst.los.	lʊst.los.	2
ʊn.barm.hɛr.tsɪx.	ʊn.barm.hɛr.tsɪx.	2
dʊrx.blɛ.tɘrn.	dʊrx.blɛ.tɘrn.	2
bɘ.ʃri.bɘn.	bɘ.ʃri.bɘn.	2
ɛrn.tɘ.daŋk.fɛst.	ɛrn.tɘ.daŋk.fɛst.	2
try.bɘ.	try.bɘ.	2
gɔ.tɘs.dinst.	gɔ.tɘs.dinst.	2
ryb.xɘn.	ryp.xɘn.	2
hɛ.raus.ho.lɘn.	hɛ.raus.ho.lɘn.	2
hɛ.raus.tsi.ɘn.	hɛ.raus.tsi.ɘn.	2
ʃtɛk.tɘ.	ʃtɛk.tɘ.	2
klain.ti.rɘ.	klain.ti.rɘ.	2
fɛr.mɪ.ʃɘn.	fɛr.mɪ.ʃɘn.	2
ʊm.fast.	ʊm.fast.	2
ør.xɘn.	ør.xɘn.	2
vɛ.lɘn.zɪ.tɪx.	vɛ.lɘn.zɪ.tɪx.	2
tsɛ.kɘn.	tsɛ.kɘn.	2
ʃly.pfɘn.	ʃly.pfɘn.	2
flɛʃ.xɘn.	flɛʃ.xɘn.	2
va.ri.an.tɘn.	va.ri.an.tɘn.	2
je.vai.lɪ.gɘ.	je.vai.lɪ.gɘ.	2
pryft.	pryft.	2
dre.ɘn.	dre.ɘn.	2
vai.tɘ.rɘs.	vai.tɘ.rɘs.	2
ɔy.sɘ.rɘ.	ɔy.sɘ.rɘ.	2
mɔ.tɘn.	mɔ.tɘn.	2
ʃpe.tsi.ɛ.lɘn.	ʃpe.tsi.ɛ.lɘn.	2
tsu.ʃtan.dɘ.	tsu.ʃtan.dɘ.	2
fɛr.fɔl.ʃtɛn.dɪ.gɘn.	fɛr.fɔl.ʃtɛn.dɪ.gɘn.	2
bʊ.kɘl.	bʊ.kɘl.	2
ʊn.glaub.lɪ.xɘr.	ʊn.glaup.lɪ.xɘr.	2
ʃɛ.mɘ.	ʃɛ.mɘ.	2
di.vɛr.zɘs.	di.vɛr.zɘs.	2
tsu.za.mɘn.ʃtɛ.lɘn.	tsu.za.mɘn.ʃtɛ.lɘn.	2
vai.zɘn.	vai.zɘn.	2
kʊ.pɘl.	kʊ.pɘl.	2
hɪn.ne.mɘn.	hɪn.ne.mɘn.	2
bɘ.ʃtrɔyt.	bɘ.ʃtrɔyt.	2
i.dɛn.ti.fi.tsi.rɘn.	i.dɛn.ti.fi.tsi.rɘn.	2
auf.ʃla.gɘn.	auf.ʃla.gɘn.	2
li.bɘs.ɛ.pfɘl.	li.bɘs.ɛ.pfɘl.	2
an.fal.	an.fal.	2
fɛr.za.mɘlt.	fɛr.za.mɘlt.	2
aus.rɑ.ʒi.rɘn.	aus.rɑ.ʒi.rɘn.	2
ʃtyr.mɘn.	ʃtyr.mɘn.	2
drɪt.	drɪt.	2
fɛr.mu.tɘst.	fɛr.mu.tɘst.	2
gɘ.drɛ.ŋɘ.	gɘ.drɛ.ŋɘ.	2
zɛks.tsen.	zɛks.tsen.	2
vi.dɘr.ke.rɘn.	vi.dɘr.ke.rɘn.	2
mampfst.	mampfst.	2
tsɛr.knylt.	tsɛr.knylt.	2
tsɛr.knaut.ʃɘn.	tsɛr.knaut.ʃɘn.	2
kny.lɘn.	kny.lɘn.	2
ly.kɘ.	ly.kɘ.	2
vɪpt.	vɪpt.	2
gɘ.vɛrmt.	gɘ.vɛrmt.	2
ʊn.tɘr.stɘn.	ʊn.tɘr.stɘn.	2
gɘ.tɛs.tɘt.	gɘ.tɛs.tɘt.	2
ʃtrɛ.kɘn.	ʃtrɛ.kɘn.	2
dʊrx.ma.xɘn.	dʊrx.ma.xɘn.	2
y.bɘr.nax.tɘt.	y.bɘr.nax.tɘt.	2
hɪs.to.rɪʃ.	hɪs.to.rɪʃ.	2
trɛx.tɪx.	trɛx.tɪx.	2
mʊnd.fɔl.	mʊnt.fɔl.	2
gɘ.pɛnt.	gɘ.pɛnt.	2
mɛ.kɘrn.	mɛ.kɘrn.	2
krɛf.tɪ.gʊŋ.	krɛf.tɪ.gʊŋ.	2
ɛ.sɘr.	ɛ.sɘr.	2
kʊs.hand.	kʊs.hant.	2
fʊ.tɘrt.	fʊ.tɘrt.	2
fu.rɘ.	fu.rɘ.	2
vut.	vut.	2
fɛr.bi.gɘn.	fɛr.bi.gɘn.	2
dʊm.hait.	dʊm.hait.	2
ʊn.tɘr.ʃid.lɪ.xɘr.	ʊn.tɘr.ʃit.lɪ.xɘr.	2
ʃty.tsɘn.	ʃty.tsɘn.	2
ail.tɘ.	ail.tɘ.	2
fɛr.va.rʊŋ.	fɛr.va.rʊŋ.	2
an.tsist.	an.tsist.	2
vakt.	vakt.	2
tsɛr.fɛtst.	tsɛr.fɛtst.	2
fɛ.no.me.na.lɘ.	fɛ.no.me.na.lɘ.	2
ad.vɛnt.	at.vɛnt.	2
hai.lɪx.a.bɘnd.	hai.lɪx.a.bɘnt.	2
ma.ni.rɘn.	ma.ni.rɘn.	2
tsvɛrx.fɛl.	tsvɛrx.fɛl.	2
ti.fɘ.	ti.fɘ.	2
gɘ.ʃpai.xɘrt.	gɘ.ʃpai.xɘrt.	2
aus.dent.	aus.dent.	2
ve.nɪ.gɘn.	ve.nɪ.gɘn.	2
ʊn.ɛr.trɛg.lɪx.	ʊn.ɛr.trɛk.lɪx.	2
au.sɘr.ɔr.dɘnt.lɪx.	au.sɘr.ɔr.dɘnt.lɪx.	2
mas.kɘn.	mas.kɘn.	2
bʊ.lɘ.	bʊ.lɘ.	2
tø.tɘt.	tø.tɘt.	2
bɘ.kœm.lɪx.	bɘ.kœm.lɪx.	2
mʊr.mɘl.tir.	mʊr.mɘl.tir.	2
fʊŋkt.	fʊŋkt.	2
pro.tsɛnt.	pro.tsɛnt.	2
fɛr.ʃri.bɘn.	fɛr.ʃri.bɘn.	2
main.tɘn.	main.tɘn.	2
na.ɘ.	na.ɘ.	2
kʊn.dɪn.	kʊn.dɪn.	2
jʊ.ŋɘs.	jʊ.ŋɘs.	2
an.gɘ.ʃtrɛŋt.	an.gɘ.ʃtrɛŋt.	2
ʊn.tɘr.ɪr.dɪʃ.	ʊn.tɘr.ɪr.dɪʃ.	2
rai.zɘn.dɘn.	rai.zɘn.dɘn.	2
vɛr.mɘ.rɘs.	vɛr.mɘ.rɘs.	2
tsos.	tsos.	2
tir.gar.tɘn.	tir.gar.tɘn.	2
kro.ko.di.lɘn.	kro.ko.di.lɘn.	2
pʊmpst.	pʊmpst.	2
kɔm.po.zi.tsi.on.	kɔm.po.zi.tsi.on.	2
nax.rɪxt.	nax.rɪxt.	2
tsait.ʃrɪf.tɘn.	tsait.ʃrɪf.tɘn.	2
ɛ.ŋɘ.	ɛ.ŋɘ.	2
pʊ.lɘ.	pʊ.lɘ.	2
zɛk.xɘn.	zɛk.xɘn.	2
ʃlau.ɘ.	ʃlau.ɘ.	2
y.bɘr.my.tɪx.	y.bɘr.my.tɪx.	2
zanf.tɘr.	zanf.tɘr.	2
gɘ.valt.zam.	gɘ.valt.zam.	2
rɛ.kɘ.	rɛ.kɘ.	2
frai.ɘ.	frai.ɘ.	2
ab.ga.zɘ.	ap.ga.zɘ.	2
lau.nɪʃ.	lau.nɪʃ.	2
tsu.za.mɘn.gɘ.fal.tɘt.	tsu.za.mɘn.gɘ.fal.tɘt.	2
bɘ.vais.	bɘ.vais.	2
lan.tsɘ.	lan.tsɘ.	2
ɪ.nɘn.hof.	ɪ.nɘn.hof.	2
ʃarf.kan.tɪx.	ʃarf.kan.tɪx.	2
ʃnɛ.kɘn.hɔy.zɘr.	ʃnɛ.kɘn.hɔy.zɘr.	2
rain.stɘ.	rain.stɘ.	2
jyŋ.stɘ.	jyŋ.stɘ.	2
ma.lɘn.	ma.lɘn.	2
gɘ.kert.	gɘ.kert.	2
gɘ.dɛkt.	gɘ.dɛkt.	2
ant.vɔr.tɘ.tɘ.	ant.vɔr.tɘ.tɘ.	2
trat.	trat.	2
varf.	varf.	2
ʃlɔ.sɘs.	ʃlɔ.sɘs.	2
gɘ.hør.tɘn.	gɘ.hør.tɘn.	2
y.bɘr.lɪs.tɘt.	y.bɘr.lɪs.tɘt.	2
fɛr.van.dɘl.tɘ.	fɛr.van.dɘl.tɘ.	2
bɘ.zai.tɪxt.	bɘ.zai.tɪxt.	2
ʃprɪŋ.	ʃprɪŋ.	2
ʃpraŋ.	ʃpraŋ.	2
prɛx.tɪ.gɘn.	prɛx.tɪ.gɘn.	2
nɛr.vɘn.	nɛr.vɘn.	2
fɛr.zaut.	fɛr.zaut.	2
an.tsaikt.	an.tsaikt.	2
ʃtɛm.pɘln.	ʃtɛm.pɘln.	2
bɘ.hal.tɘ.	bɘ.hal.tɘ.	2
vɪn.dɘs.ai.lɘ.	vɪn.dɘs.ai.lɘ.	2
zyd.lɪx.	zyt.lɪx.	2
ain.gɘ.mai.sɘlt.	ain.gɘ.mai.sɘlt.	2
